snid,a,b,theta
2021dha,17.876928329467800,7.37411642074585,0.46628129482269300
2021dev,11.630867958068800,6.200963973999020,-0.3707543611526490
2021ckc,10.927480697631800,6.012410640716550,1.1685059070587200
2021cyn,29.49283790588380,26.860292434692400,-0.4586247503757480
2021dch,12.778075218200700,8.697564125061040,1.502581238746640
2021dnl,32.8326301574707,11.775895118713400,-0.30026593804359400
2021dov,23.732454299926800,11.816819190979000,0.7618939280509950
2021dep,19.73902130126950,14.665998458862300,-0.7694675922393800
2021ddh,13.246417045593300,12.75944995880130,-0.1690770387649540
2021dcu,41.87862777709960,22.76742172241210,0.13581468164920800
2021dlb,17.747783660888700,8.44913387298584,-1.0086803436279300
2021drc,33.147830963134800,15.245806694030800,1.5454035997390700
2021hjc,19.270578384399400,12.424384117126500,-1.3048075437545800
2021hjb,13.101201057434100,5.068789005279540,-1.1140094995498700
2021hiz,148.37132263183600,23.955595016479500,1.1913952827453600
2021grd,30.810340881347700,20.063894271850600,-1.0226359367370600
2021fna,11.832396507263200,4.390387535095220,0.5448437333107000
2021gkb,29.16067886352540,22.264137268066400,-1.3193550109863300
2021fxy,79.51576232910160,59.63909149169920,0.2203417718410490
2021foh,17.563404083252000,16.67246437072750,1.2373772859573400
2021fqb,19.766023635864300,8.897237777709960,-0.7290645837783810
2021gwa,23.339576721191400,18.75648307800290,-0.7397263050079350
2021gez,36.5943717956543,6.578088283538820,-0.7013473510742190
2021gqc,7.30889368057251,5.492069244384770,-1.1114954948425300
2021gwn,14.705742835998500,11.406142234802200,-1.3861628770828200
2021hji,8.904197692871090,6.156911373138430,0.49008744955062900
2021hup,6.86133337020874,4.192897319793700,1.0726925134658800
2021ipf,31.145715713501000,13.689251899719200,-1.5672798156738300
2021ihz,35.79994201660160,27.381065368652300,0.28905901312828100
2021hwk,21.162723541259800,8.332047462463380,-1.5234105587005600
2021igt,9.800945281982420,4.536188125610350,-1.3907215595245400
2021inj,39.47382354736330,14.57165241241460,0.6861505508422850
2021ill,16.685321807861300,4.771113395690920,0.6209745407104490
2021ify,16.18245506286620,14.20814323425290,0.8892254829406740
2021iov,18.797794342041000,16.1618709564209,-0.4787425994873050
2021jad,124.85262298584000,46.710540771484400,-1.0204514265060400
2021jap,23.432899475097700,5.592158317565920,0.6128158569335940
2021jwl,21.046234130859400,15.209436416626000,-1.099108338356020
2021juw,31.98317527771000,23.701404571533200,-0.7162509560585020
2021jvs,59.93497085571290,18.29952621459960,1.512536644935610
2021jkd,9.800189971923830,8.381423950195310,1.5444966554641700
2021jys,8.816131591796880,7.070581912994390,1.2482833862304700
2021jze,110.71031188964800,27.108755111694300,-0.4039720892906190
2021khn,15.74924087524410,11.641486167907700,0.7622644305229190
2021knh,15.504313468933100,8.86441707611084,1.5535305738449100
2021koq,52.461509704589800,33.75383758544920,0.4681659936904910
2021kom,34.0046272277832,10.167685508728000,-0.3081318140029910
2021kly,29.709484100341800,21.45659637451170,1.2599838972091700
2021kut,16.858150482177700,15.304877281189000,-0.8467392325401310
2021law,22.34206771850590,11.472816467285200,0.16619525849819200
2021kre,18.46856117248540,15.413227081298800,-1.559410810470580
2021kxf,10.847471237182600,10.115580558776900,-0.10739874839782700
2021kbj,7.422730445861820,6.114777088165280,-1.3577817678451500
2021log,10.549955368042000,5.744658946990970,0.042522232979536100
2021lnf,15.459300994873000,6.521294116973880,1.0592691898345900
2021lat,11.05226993560790,10.848402976989700,0.37838274240493800
2021low,43.94964599609380,33.29013442993160,-0.9326241612434390
2021lxb,39.67351150512700,26.690174102783200,-1.259812355041500
2021yrz,8.150968551635740,3.3684165477752700,0.7369338274002080
2021yzz,15.90600872039800,7.777298927307130,1.1329758167266800
2021yuj,37.20378494262700,19.7145938873291,0.8167750239372250
2021ypa,12.235600471496600,10.397918701171900,0.5085315108299260
2021ywa,23.024259567260700,14.648089408874500,0.4752384424209600
2021ymn,22.80772590637210,13.771028518676800,0.7530097961425780
2021zax,15.678325653076200,8.025068283081060,-0.9073311686515810
2021zfs,15.662457466125500,13.467350959777800,0.5194019675254820
2021zdx,10.495829582214400,9.294793128967290,0.27788081765174900
2021zfr,16.862945556640600,8.207474708557130,-0.537763237953186
2021zqo,5.731521129608150,4.61202335357666,-1.0466089248657200
2021aabw,17.85630989074710,14.970368385314900,1.3434971570968600
2021aatq,19.85601043701170,11.624122619628900,-0.350199818611145
2021aazj,15.518135070800800,12.315381050109900,-0.9613813161849980
2021abds,11.010777473449700,8.197100639343260,1.060781717300420
2021abko,27.952199935913100,18.660493850708000,0.22564654052257500
2021abiu,42.113765716552700,25.22014617919920,-0.6998992562294010
2021aceo,19.146270751953100,17.517621994018600,1.1927647590637200
2021abam,8.664289474487310,6.3608503341674800,-1.265121340751650
2021aclv,57.76226806640630,25.80594825744630,1.5216094255447400
2021addd,37.407657623291000,30.925037384033200,0.7049135565757750
2021acxb,18.117835998535200,15.52978515625,1.1733624935150100
2021adlv,53.82631301879880,36.48427963256840,0.6696653366088870
2021acnt,81.19298553466800,49.26919174194340,-1.4440357685089100
2021adlt,32.25601577758790,17.45244598388670,1.4698214530944800
2021adoz,1.346358060836790,0.7091009020805360,-0.29010215401649500
2021adug,6.191829204559330,6.083996295928960,-1.111248254776000
2021aeca,17.036165237426800,12.564043045043900,1.0109819173812900
2021aexy,11.194952964782700,6.980917930603030,0.059132177382707600
2021afeb,44.0990104675293,33.554168701171900,1.1239590644836400
2021afue,26.197778701782200,20.75962257385250,0.6316274404525760
2021agbv,18.531221389770500,5.674482345581060,0.4978884756565090
2021agep,22.510732650756800,9.069731712341310,-0.0740119069814682
2021aggc,26.07834815979000,20.464019775390600,-0.6639173030853270
2021aggu,31.473939895629900,18.420148849487300,1.2824251651763900
2021aglf,33.282894134521500,28.247358322143600,-0.4038672149181370
2022hqs,26.99786376953130,24.303707122802700,0.5599665641784670
2022huw,27.749000549316400,6.444026947021480,0.7389710545539860
2022iem,17.1924991607666,9.7022066116333,1.3810001611709600
2022itd,14.045968055725100,8.276588439941410,0.9015695452690130
2022jmr,13.78465461730960,10.997700691223100,1.0330352783203100
2022jut,11.083215713501000,10.220190048217800,-1.0517983436584500
2022jzb,41.77259826660160,28.6794490814209,0.7069517970085140
2022kck,22.7501163482666,8.885825157165530,-1.4050310850143400
2022kft,19.812213897705100,14.850262641906700,-1.2207082509994500
2022kkg,24.692541122436500,21.70200538635250,-1.338589072227480
2022kjl,24.97724723815920,8.642538070678710,-0.16491015255451200
2022lax,8.217873573303220,8.135038375854490,-1.3603605031967200
2022mhe,34.228763580322300,26.21981430053710,-0.9540218710899350
2022mvb,13.142622947692900,11.112574577331500,-0.425032377243042
2022myp,28.129655838012700,26.77068519592290,1.0752108097076400
2022nag,53.30510330200200,45.06708526611330,-0.2437722384929660
2022nbm,9.587967872619630,6.621035575866700,1.3324010372161900
2022nrk,31.5248966217041,7.328806400299070,-1.2793301343917800
2022pdq,56.98381423950200,13.185580253601100,-1.1500000953674300
2022ppj,16.813257217407200,14.480643272399900,-1.3586472272872900
2022qku,46.816890716552700,42.275394439697300,1.3487294912338300
2022qoa,30.477880477905300,18.921119689941400,-0.5978158712387090
2022qwx,26.766313552856400,17.051240921020500,-1.4249694347381600
2022qsn,10.271939277648900,7.712536811828610,-1.1179980039596600
2022rnu,14.62205982208250,9.151737213134770,1.0014727115631100
2022rky,12.835144996643100,7.857320308685300,-1.3227920532226600
2022rld,5.262063980102540,4.398297309875490,0.871191143989563
2022rso,26.862945556640600,9.07773208618164,-1.3958503007888800
2022ssk,35.93928909301760,19.98838233947750,-0.2747024893760680
2022taw,12.87241268157960,9.336578369140630,0.21431300044059800
2022suc,9.355427742004400,3.4709994792938200,1.566813349723820
2022ssj,7.316645622253420,5.11820125579834,1.0671871900558500
2022szg,29.23374366760250,19.030977249145500,0.3082112967967990
2022tvz,33.156288146972700,27.187225341796900,1.1458244323730500
2022wcm,22.368160247802700,17.097156524658200,1.1179566383361800
2022vrj,13.994222640991200,4.526273250579830,-0.749466598033905
2022vpn,12.101049423217800,10.907525062561000,1.5112831592559800
2022whp,26.96900177001950,23.91199493408200,0.47304707765579200
2022wpy,61.77100372314450,37.766334533691400,-0.7536967396736150
2022wxo,14.183856010437000,7.110037803649900,-0.6790836453437810
2022wsu,26.497819900512700,25.49842643737790,-1.055165410041810
2022xix,35.50633239746090,8.884358406066900,-0.9033318758010860
2022xhd,21.68378448486330,16.322031021118200,-1.3672722578048700
2022xoz,9.740069389343260,7.393184661865230,-1.4730125665664700
2022yrt,21.359224319458000,14.684353828430200,1.305763840675350
2022yjy,9.946464538574220,8.675172805786130,-0.2259463220834730
2022yxp,17.0813045501709,14.541692733764600,-1.2945579290390000
2022yvv,23.529170989990200,14.954024314880400,-0.9980940818786620
2022aajn,13.982385635376000,9.30386734008789,0.40847018361091600
2022abid,50.86282730102540,38.80487060546880,0.2982913851737980
2022abic,42.42496109008790,25.17517852783200,0.02716425247490410
2022abdh,44.684505462646500,15.370067596435500,0.5377166271209720
2022adbx,70.45653533935550,14.159676551818800,-0.6321691274642940
2022acyi,13.435988426208500,13.245075225830100,-0.6426846981048580
2022adpu,58.41965866088870,15.985705375671400,-0.3321993052959440
2022aefd,25.613407135009800,13.913322448730500,-1.2278438806533800
2023Q,61.5904426574707,14.440533638000500,1.0694503784179700
2023ze,17.468303680419900,9.672901153564450,-0.3247227072715760
2023yv,68.39637756347660,11.266134262085000,0.819146454334259
2023alf,21.367523193359400,14.523712158203100,-1.4829438924789400
2023aoz,19.025754928588900,8.44914722442627,0.8938148617744450
2023bpg,21.49195671081540,12.53505802154540,1.4242538213729900
2023boc,53.41698455810550,24.246929168701200,-0.8089910745620730
2023bsa,16.38494110107420,7.284275531768800,1.006226897239690
2023bvw,7.356277942657470,6.85524845123291,-0.41892731189727800
2023clz,18.027999877929700,15.811600685119600,-0.7467459440231320
2023cog,19.610177993774400,17.689693450927700,-0.06918183714151380
2023com,19.40400505065920,15.170411109924300,1.000566840171810
2023col,13.986058235168500,13.172947883606000,0.5623733401298520
2023cqz,33.77946090698240,18.101533889770500,-0.6344302296638490
2023cun,22.158998489379900,10.327211380004900,0.3447433412075040
2023cvn,46.38862609863280,41.67250442504880,1.3768168687820400
2023cyx,14.31384563446050,8.406370162963870,1.1397066116333000
2023day,20.34005355834960,5.425131797790530,0.5555793642997740
2023dof,42.85724639892580,32.10345458984380,-0.9628922343254090
2023dtz,50.666343688964800,12.735190391540500,0.6082781553268430
2023dxj,15.062138557434100,7.473738670349120,-0.46454355120658900
2023dyl,37.0745849609375,20.7504825592041,0.4613073766231540
2023dxk,13.873779296875,12.918971061706500,0.47198447585105900
2023dut,27.60879135131840,8.314436912536620,0.7856419682502750
2023ehl,52.43131637573240,39.03396987915040,-1.1980881690979000
2023fnj,48.215885162353500,28.797571182251000,-0.8417508006095890
2023gfs,14.799199104309100,9.457305908203130,1.1802207231521600
2023gft,69.29635620117190,17.270000457763700,-1.037183403968810
2023ggw,17.440340042114300,16.90485954284670,-0.48748090863227800
2023goe,11.607168197631800,5.645806312561040,-1.054608941078190
2023gqi,52.89591979980470,43.82808303833010,0.614527702331543
2023hka,21.398174285888700,19.051677703857400,-0.6597514748573300
2023hro,47.43803787231450,18.812334060668900,0.47248485684394800
2023hsw,29.5104923248291,14.03201675415040,-1.4673665761947600
2023hsy,22.16082191467290,19.088138580322300,0.2296789139509200
2023hwg,10.549477577209500,3.1747472286224400,-0.7217262387275700
2023hzy,27.782623291015600,6.547732353210450,-0.8897460699081420
2023iek,21.093780517578100,12.983107566833500,-0.039185695350170100
2023iks,26.98408317565920,8.244948387146000,1.303265929222110
2023ivv,16.585702896118200,5.821328639984130,-0.9339471459388730
2023iol,24.832937240600600,17.63895606994630,1.432674765586850
2023iwu,12.06449031829830,11.289469718933100,-1.2275652885437000
2023ito,5.366819381713870,5.24129056930542,-0.7967727184295650
2023jgq,19.913734436035200,10.430257797241200,-0.20617148280143700
2023jwr,12.745328903198200,10.772167205810500,-0.809023380279541
2023jwj,34.74968338012700,26.008068084716800,0.36530378460884100
2023jvj,8.459939002990720,5.068236351013180,-1.1186965703964200
2023jvm,12.158660888671900,10.156024932861300,0.7714730501174930
2023kbu,29.672992706298800,25.15159034729000,1.358260989189150
2023kml,19.669002532959000,16.19259262084960,0.7589074373245240
2023kbe,15.913536071777300,13.911633491516100,-1.088032841682430
2023lnh,111.92195129394500,59.41432189941410,-0.19609101116657300
2023lhq,28.08747100830080,21.46027183532720,-0.9289549589157100
2023lxj,10.84614086151120,4.194054126739500,-0.8714088201522830
2023mde,25.258220672607400,13.838726997375500,0.2626403272151950
2023mha,26.033906936645500,19.8201904296875,-1.2703864574432400
2023mbs,8.748218536376950,7.789507865905760,1.161895751953130
2023mbz,19.877864837646500,16.957304000854500,1.098697543144230
2023mgq,11.597349166870100,4.202487945556640,0.0197152066975832
2023mkt,75.84595489501950,66.51829528808590,-1.012018084526060
2023mmb,37.413055419921900,28.44908332824710,0.7312480211257940
2023mkg,20.196443557739300,13.798178672790500,-0.9827365279197690
2023mvl,30.19192123413090,12.05542278289800,-1.2464905977249100
2023ngb,11.947299003601100,5.555442810058590,0.8028867840766910
2023nkq,14.552312850952100,14.248249053955100,-0.8941158652305600
2023mzb,12.551737785339400,7.642056941986080,0.24684998393058800
2023nls,23.844179153442400,11.915914535522500,0.3040802776813510
2023nlk,28.369306564331100,7.373246669769290,1.3861886262893700
2023nnz,37.10917282104490,15.693899154663100,0.8645187020301820
2023nzu,17.040952682495100,13.451767921447800,-0.8622581362724300
2023nuv,19.50115394592290,12.428704261779800,0.4510616660118100
2023oho,33.45119857788090,32.04203796386720,-0.3855902850627900
2023okd,14.754630088806200,12.497910499572800,0.7903538346290590
2023ono,30.752281188964800,10.172579765319800,-1.5126992464065600
2023ols,19.323501586914100,17.309581756591800,-1.4062522649765000
2023opn,8.03396224975586,4.242157459259030,-1.1607130765914900
2023olz,27.8041934967041,15.799874305725100,0.2700311541557310
2023pbe,40.48344039916990,35.50962829589840,0.9505396485328670
2023pru,21.770044326782200,20.976743698120100,-0.7500174641609190
2023ptg,20.736915588378900,15.119169235229500,1.4712094068527200
2023qfq,36.64731216430660,26.556989669799800,1.5195207595825200
2023rah,16.42592430114750,14.24767780303960,1.4226813316345200
2023reh,12.054064750671400,9.303633689880370,0.8250723481178280
2023sei,13.532047271728500,9.313896179199220,0.6105456352233890
2023rzh,31.634033203125,19.95014190673830,-0.2736431360244750
2023snn,35.19049835205080,27.70377540588380,-1.5001686811447100
2023sqs,7.875781536102300,7.5692009925842300,-1.5073539018631000
2023tml,18.393287658691400,11.435744285583500,-1.559718370437620
2023tnb,26.249958038330100,24.923980712890600,-0.3122726380825040
2023tyl,18.032752990722700,12.82888412475590,-0.01465066522359850
2023uda,25.262582778930700,18.35569953918460,-1.495262861251830
2023vch,11.453156471252400,9.145218849182130,0.3152226507663730
2023vpo,18.354215621948200,12.044530868530300,-1.1210705041885400
2023wtp,9.629232406616210,6.467637538909910,1.093428134918210
2023ytn,41.765403747558600,35.60844802856450,0.39006635546684300
2023zbo,46.61338424682620,18.131210327148400,-0.15484049916267400
2023zjm,37.272884368896500,20.356613159179700,-0.4424186646938320
2023aaaa,45.8215446472168,19.390243530273400,-0.5542207956314090
2023zzi,30.99102210998540,24.08385467529300,-1.000076174736020
2023aait,13.121478080749500,9.858967781066900,0.3402445614337920
2024ev,10.531065940856900,7.898367404937740,-0.6032758951187130
2024jz,56.90312576293950,34.259193420410200,0.9490916132926940
2024pi,30.754779815673800,29.05594825744630,-1.3194007873535200
2024agf,23.20975112915040,14.675454139709500,-0.24936610460281400
2024ahf,25.393375396728500,21.09349822998050,-0.8305565714836120
2024any,55.48497009277340,34.84710693359380,1.2611348628997800
2024apt,62.50456237792970,35.30066680908200,-1.1515332460403400
2024bhi,10.798868179321300,9.117411613464360,1.1035246849060100
2024bqu,15.232749938964800,10.462502479553200,1.2051327228546100
2024cvb,29.32452392578130,19.80194854736330,1.3816704750061000
2024ctl,13.402715682983400,9.497666358947750,1.06526780128479
2024fbo,49.31316375732420,27.385725021362300,1.0747556686401400
2024gda,131.5634307861330,24.718029022216800,1.12678062915802
2024fwj,19.404926300048800,7.9610209465026900,1.3428963422775300
2024gra,45.370155334472700,41.106529235839800,0.5878991484642030
2024gpq,19.606454849243200,5.735068321228030,-0.8428100347518920
2024inv,58.757259368896500,21.324647903442400,-1.3129886388778700
2024muv,63.7854461669922,49.0310173034668,-0.900608479976654
2024mvd,30.75535011291500,19.68536376953130,0.1648831069469450
2024nbo,22.5384578704834,16.788360595703100,0.6066316962242130
2024mzx,10.588214874267600,5.504403114318850,-0.9721550345420840
2024phe,36.32712936401370,23.130327224731400,-1.4933515787124600
2024pfr,10.567094802856400,6.926261901855470,0.6329666376113890